time,target,actual,control,p_term,i_term,source_label
6.86000000,1,0.99993935400629419,1.0000042103941733,0.00012129198741162028,0.9998829184067618,闭环仿真数据，非实测
6.88000000,1,0.99994063824881874,1.0000040163791715,0.00011872350236252771,0.99988529287680905,闭环仿真数据，非实测
6.90000000,1,0.99994189321988303,1.0000038307082477,0.00011621356023394647,0.99988761714801377,闭环仿真数据，非实测
6.92000000,1,0.9999431196643247,1.0000036530327914,0.00011376067135060453,0.99988989236144077,闭环仿真数据，非实测
6.94000000,1,0.99994431830532959,1.0000034830185685,0.0001113633893408128,0.99989211962922764,闭环仿真数据，非实测
6.96000000,1,0.9999454898451452,1.0000033203451313,0.00010902030970960652,0.99989430003542179,闭环仿真数据，非实测
6.98000000,1,0.99994663496576819,1.0000031647052547,0.00010673006846362298,0.99989643463679101,闭环仿真数据，非实测
7.00000000,1,0.9999477543296077,1.0000030158043913,0.00010449134078460709,0.99989852446360672,闭环仿真数据，非实测
7.02000000,1,0.99994884858012345,1.0000028733601549,0.00010230283975309895,0.99990057052040182,闭环仿真数据，非实测
7.04000000,1,0.99994991834244229,1.0000027371018194,0.0001001633151154202,0.99990257378670411,闭环仿真数据，非实测
7.06000000,1,0.99995096422395224,1.0000026067698415,9.8071552095513326e-05,0.99990453521774603,闭环仿真数据，非实测
7.08000000,1,0.99995198681487474,1.0000024821154017,9.602637025052374e-05,0.99990645574515102,闭环仿真数据，非实测
7.10000000,1,0.99995298668881694,1.0000023628999646,9.402662236612791e-05,0.99990833627759834,闭环仿真数据，非实测
7.12000000,1,0.99995396440330475,1.0000022488948566,9.2071193390497186e-05,0.99991017770146617,闭环仿真数据，非实测
7.14000000,1,0.99995492050029622,1.0000021398808618,9.0158999407563556e-05,0.99991198088145428,闭环仿真数据，非实测
7.16000000,1,0.99995585550667709,1.000002035647833,8.8288986645812528e-05,0.99991374666118715,闭环仿真数据，非实测
7.18000000,1,0.99995676993473881,1.00000193599432,8.6460130522381107e-05,0.99991547586379759,闭环仿真数据，非实测
7.20000000,1,0.99995766428263999,1.000001840727212,8.4671434720018368e-05,0.99991716929249197,闭环仿真数据，非实测
7.22000000,1,0.9999585390348511,1.0000017496613958,8.292193029779682e-05,0.99991882773109797,闭环仿真数据，非实测
7.24000000,1,0.99995939466258399,1.0000016626194266,8.1210674832021823e-05,0.99992045194459456,闭环仿真数据，非实测
7.26000000,1,0.99996023162420611,1.0000015794312143,7.9536751587783172e-05,0.99992204267962637,闭环仿真数据，非实测
7.28000000,1,0.99996105036564076,1.0000014999337192,7.7899268718484294e-05,0.99992360066500074,闭环仿真数据，非实测
7.30000000,1,0.99996185132075288,1.0000014239706649,7.6297358494237244e-05,0.99992512661217059,闭环仿真数据，非实测
7.32000000,1,0.99996263491172188,1.0000013513922581,7.4730176556236927e-05,0.99992662121570175,闭环仿真数据，非实测
7.34000000,1,0.99996340154940144,1.0000012820549227,7.3196901197114528e-05,0.99992808515372567,闭环仿真数据，非实测
7.36000000,1,0.99996415163366659,1.0000012158210458,7.169673266682608e-05,0.99992951908837902,闭环仿真数据，非实测
7.38000000,1,0.99996488555374952,1.00000115255873,7.0228892500967532e-05,0.99993092366622904,闭环仿真数据，非实测
7.40000000,1,0.99996560368856324,1.0000010921415601,6.879262287351473e-05,0.99993229951868656,闭环仿真数据，非实测
7.42000000,1,0.99996630640701478,1.0000010344483763,6.7387185970435581e-05,0.99993364726240597,闭环仿真数据，非实测
7.44000000,1,0.99996699406830725,1.0000009793630591,6.6011863385506686e-05,0.9999349674996737,闭环仿真数据，非实测
7.46000000,1,0.99996766702223139,1.0000009267743217,6.4665955537224207e-05,0.99993626081878439,闭环仿真数据，非实测
7.48000000,1,0.99996832560944826,1.00000087657551,6.3348781103478302e-05,0.99993752779440648,闭环仿真数据，非实测
7.50000000,1,0.99996897016176134,1.0000008286644133,6.2059676477321801e-05,0.99993876898793599,闭环仿真数据，非实测
7.52000000,1,0.9999696010023803,1.0000007829430801,6.0797995239392222e-05,0.99993998494784075,闭环仿真数据，非实测
7.54000000,1,0.99997021844617506,1.0000007393176435,5.9563107649873714e-05,0.99994117620999379,闭环仿真数据，非实测
7.56000000,1,0.999970822799922,1.000000697698153,5.8354400156002129e-05,0.99994234329799692,闭环仿真数据，非实测
7.58000000,1,0.99997141436254178,1.0000006579984118,5.7171274916445469e-05,0.9999434867234952,闭环仿真数据，非实测
7.60000000,1,0.99997199342532928,1.0000006201358236,5.601314934144952e-05,0.99994460698648202,闭环仿真数据，非实测
7.62000000,1,0.99997256027217596,1.0000005840312429,5.4879455648082498e-05,0.99994570457559495,闭环仿真数据，非实测
7.64000000,1,0.99997311517978438,1.0000005496088349,5.3769640431244881e-05,0.99994677996840353,闭环仿真数据，非实测
7.66000000,1,0.99997365841787667,1.0000005167959352,5.2683164246669634e-05,0.99994783363168849,闭环仿真数据，非实测
7.68000000,1,0.99997419024939505,1.0000004855229228,5.1619501209909657e-05,0.99994886602171273,闭环仿真数据，非实测
7.70000000,1,0.99997471093069668,1.0000004557230915,5.0578138606649503e-05,0.99994987758448484,闭环仿真数据，非实测
7.72000000,1,0.9999752207117415,1.000000427332532,4.9558576517005903e-05,0.99995086875601513,闭环仿真数据，非实测
7.74000000,1,0.99997571983627465,1.0000004002900149,4.8560327450708485e-05,0.99995183996256409,闭环仿真数据，非实测
7.76000000,1,0.99997620854200209,1.0000003745368797,4.7582915995825203e-05,0.99995279162088402,闭环仿真数据，非实测
7.78000000,1,0.99997668706076148,1.0000003500169306,4.6625878477035698e-05,0.99995372413845351,闭环仿真数据，非实测
7.80000000,1,0.99997715561868716,1.0000003266763318,4.5688762625673007e-05,0.99995463791370598,闭环仿真数据，非实测
7.82000000,1,0.99997761443636934,1.0000003044635126,4.4771127261311605e-05,0.9999555333362512,闭环仿真数据，非实测
7.84000000,1,0.99997806372900944,1.000000283329072,4.3872541981127e-05,0.99995641078709085,闭环仿真数据，非实测
7.86000000,1,0.99997850370656927,1.0000002632256897,4.2992586861467785e-05,0.99995727063882811,闭环仿真数据，非实测
7.88000000,1,0.99997893457391607,1.0000002441080393,4.2130852167865385e-05,0.99995811325587147,闭环仿真数据，非实测
7.90000000,1,0.99997935653096293,1.0000002259327072,4.1286938074147628e-05,0.99995893899463295,闭环仿真数据，非实测
7.92000000,1,0.99997976977280478,1.0000002086581112,4.0460454390434109e-05,0.9999597482037208,闭环仿真数据，非实测
7.94000000,1,0.99998017448984999,1.0000001922444268,3.9651020300013329e-05,0.99996054122412681,闭环仿真数据，非实测
7.96000000,1,0.99998057086794812,1.0000001766535127,3.8858264103769358e-05,0.99996131838940894,闭环仿真数据，非实测
7.98000000,1,0.99998095908851314,1.0000001618488421,3.808182297371232e-05,0.99996208002586839,闭环仿真数据，非实测
8.00000000,1,0.99998133932864386,1.000000147795435,3.7321342712282046e-05,0.99996282645272261,闭环仿真数据，非实测
